PRECTOTCORR,QV2M,PS,WS50M,T2M,TS,ALLSKY_SFC_SW_DWN,WS10M,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_PAR_TOT,WS2M
5.33,12.94,100.94,5.45,19.12,19.74,2.58,4.62,1.12,156.09,54.98,3.72
2.47,14.53,100.85,5.7,21.65,21.06,5.15,3.66,1.62,149.66,101.18,2.66
0.26,11.96,101.46,6.27,21.45,20.68,7.92,4.45,2.32,152,147.8,3.29
0.02,11.96,102.19,5.12,19.71,20.19,8.17,4.2,2.27,154.45,151.55,3.34
8.39,13,101.63,8.06,20.33,20.19,3.94,6.33,1.33,143.27,78.64,4.95
4.84,15.75,100.85,7.62,22.9,22.19,5.57,5.53,1.92,153.38,112.02,4.18
0,14.28,101.3,4.5,24.38,22.84,8.04,2.85,2.33,153.91,150.95,1.88
0,14.71,101.55,4.73,24.75,23.73,8.04,3.05,2.34,153.91,152.45,2.14
0,15.99,101.54,4.48,25.73,24.3,6.51,2.82,1.96,146.91,123.97,1.97
0.04,16.91,101.65,3.83,25.34,24.9,7.75,2.55,2.32,148.69,146.23,1.8
1.56,18.37,102,4.01,25.32,25.37,6.12,3.09,1.89,142.45,118.47,2.4
1.74,18.13,102.34,2.96,25.31,25.28,5.7,2.23,1.91,147.44,113.03,1.71
0.76,18.19,102.26,5.74,25.76,25.81,7.54,4.43,2.45,151.24,145.88,3.44
13.68,16.48,101.66,7.72,24.55,24.07,2.11,5.76,0.79,147.46,45.77,4.5
0,9.09,102.48,6.07,19.92,21.77,8.55,5.15,2.48,159.74,157.07,4.23
0,9.95,102.54,2.93,21.12,21.83,8.57,2.59,2.25,157.9,157.47,2.17
0,12.08,102.02,5.17,22.26,22.45,8.03,4.13,2.3,150.29,148.2,3.27
0.06,13.85,101.21,5.48,23.69,23.49,8.27,4.03,2.44,153.57,153.4,3.11
1.55,14.83,101.25,3.66,24,23.76,7.33,2.61,2.1,144.6,137.91,1.89
1.07,13.31,102.03,3.05,22.65,22.93,7.16,2.63,1.92,149.17,136.48,2.16
0.01,12.82,102.19,3.52,22.7,23.12,7.51,2.94,1.91,143.99,139.59,2.36
0.22,12.94,101.79,6.8,23.88,23.62,7.39,5.06,2.04,142.96,139.69,3.95
25.6,15.44,101.43,5.48,23.48,23.33,3.63,3.98,1.24,137.9,74.86,3.12
1.22,16.72,101.3,6.02,24.91,24.59,7.37,4.27,2.09,145.03,141.95,3.26
11.59,17.4,100.91,7.81,24.52,24.26,5.09,5.83,1.66,143.31,100.62,4.54
0.45,13.67,101.06,5.84,23.75,23.61,7.66,4.28,2.24,152.04,144.2,3.24
0,10.99,101.7,4.16,22.33,23.19,8.16,3.52,0.5,153.88,151.65,2.88
0,12.02,101.93,4.35,22.62,23.15,7.85,3.66,2.07,149.44,145.31,2.96
19.24,12.27,101.54,8.79,21.67,22.11,5.87,7.45,1.8,151.41,114.02,5.91
24.88,16.48,101.17,11.11,23.5,23.29,5.64,8.8,1.84,142.93,111.56,6.83
9.68,17.15,101.84,9.55,23.91,23.39,5.94,7.21,1.98,148.08,119.28,5.59
2.8,17.03,102.01,8.87,24.27,24.06,6.89,6.74,2.23,152.68,135.7,5.22
36.7,17.09,101.43,8.33,23.85,23.67,3.37,6.57,1.29,144.69,71.51,5.16
2.12,17.03,101.03,5.95,24.67,24.47,5.93,4.44,1.9,140.5,116.38,3.48
3.57,17.33,101.37,5.2,24.58,24.63,6.2,4.01,1.88,139.02,119.76,3.16
5.89,16.78,101.35,3.51,24.71,24.69,5.81,2.52,1.83,135.57,113.36,1.95
0,13.61,101.68,4.34,23.8,24.07,6.01,3.51,1.74,139.13,114.18,2.84
0.57,13.85,101.89,3.55,22.9,23.23,2.71,2.98,0.85,140.38,55.59,2.44
0.95,14.59,101.82,3.81,23.33,24.06,6.92,3.29,2.08,141.7,133.38,2.75
4.76,17.94,101.6,8,25.15,24.88,5.89,6.17,1.96,138.9,116.63,4.82
2.74,18.07,101.78,7.76,25.57,25.24,6.67,5.7,0.5,140.98,130.48,4.45
8.47,17.88,101.92,7.06,25.31,25.17,6.23,5.34,2.12,142.43,123.3,4.2
21.14,17.58,101.69,6.85,25.29,24.83,4.78,5.05,1.68,136.54,95.67,3.93
0.07,16.48,101.85,4.09,25.94,25.69,7.16,2.95,2.12,136.37,135.12,2.27
0.3,16.91,101.65,5.42,26.16,25.8,6.58,3.9,1.94,130.98,125.17,3.01
5.09,18.31,101.34,6.79,25.91,25.88,6.51,5.31,1.91,132.2,123.94,4.22
4.68,18.25,100.99,4.47,26.34,26.25,6.75,3.4,2,130.66,129.19,2.68
2.79,17.15,100.76,5.12,26.25,25.86,6.43,3.6,2.03,135.02,123.77,2.73
0.61,16.3,101.03,4.05,25.8,25.87,6.67,3.03,1.82,130.99,125.7,2.36
12.97,17.15,101.21,4.03,24.96,25.26,1.61,3.17,0.52,109.23,34.22,2.56
5.74,16.66,101.46,3.59,24.62,24.96,6.13,2.81,1.79,132.69,118.71,2.27
22.75,16.97,101.3,5.66,23.83,23.95,2.65,4.63,0.91,132.55,54.71,3.7
5.13,15.81,100.97,6.03,24.25,24.53,6.38,4.84,1.92,131.41,122.39,3.91
2.92,16.3,101.11,6.8,25.01,24.88,6.7,4.95,1.8,126.84,125.87,3.83
0.41,17.33,101.57,5.34,26.09,25.52,6.02,3.66,1.46,113.89,110.49,2.72
5.86,18.07,101.55,5.9,25.32,25.06,5.26,4.41,1.45,121.01,101.7,3.46
7.58,17.58,100.91,4.55,25.34,25.07,4.61,3.34,1.49,121.07,91.3,2.55
9.33,14.16,101.31,7.57,21.46,22.62,1.64,6.37,0.68,123.38,35.71,5.19
0.68,13.24,101.84,4.88,21.38,22.35,3.42,4.09,0.99,111.62,67.02,3.38
1.17,14.16,101.58,5.6,22.08,22.69,5.55,4.63,0.5,113.47,104.58,3.73
3.11,16.24,100.56,7.23,24.14,23.58,5.47,5.02,0.5,125.94,106.85,3.8
0.02,11.41,101.36,6.05,21.64,22.08,6.54,4.88,1.67,124.98,120.86,3.9
0,12.39,102.14,3.85,22.11,22.49,6.81,3,1.55,125.26,124.98,2.35
0,11.54,102.31,3.28,22.3,22.29,5.69,2.7,1.51,121.59,105.38,2.17
0.05,13.67,101.88,6.02,22.95,23,6.17,4.68,1.65,118.27,115.23,3.7
0.04,16.3,101.64,4.74,25,24.62,5.43,3.32,1.39,109.89,102.26,2.5
0.07,18.13,101.58,6.84,26.12,25.23,6.07,4.41,1.65,117.6,115.9,3.29
0.05,18.43,101.37,7.36,26.87,26.03,6.16,4.78,1.68,119.49,118.02,3.57
0.08,17.03,101.48,5.46,26.73,25.84,6.14,3.65,1.73,122.58,118.95,2.66
3.12,14.28,102.22,8.24,22.59,23.25,2.55,6.9,0.95,117.52,53.29,5.58
9.37,12.7,102.42,5.63,21.3,22.1,4.61,4.76,1.41,121.39,90.73,3.91
0.07,14.65,102.26,3.14,23.17,23.61,5.71,2.62,1.56,119.08,110.4,2.12
0.2,16.97,102.22,4.78,25.26,25.15,5.5,3.45,1.58,117.05,106.67,2.65
0.22,16.6,102.1,3.33,26.65,25.81,5.89,2.43,1.62,115.35,113.06,1.88
0.37,18.07,102.13,4.75,25.65,25.84,5.8,3.88,1.64,115.3,111.65,3.07
2.48,17.94,101.83,5.09,26.36,26.2,5.6,3.86,1.61,114.13,108.19,3.04
8.63,16.11,101.8,4.8,23.56,24.23,2.39,4.07,0.89,102.66,49.12,3.34
9.15,12.45,101.79,7.03,20.86,22.5,1.82,5.92,0.79,107.41,38.52,4.87
39.64,10.74,102.08,9.7,18.07,20.34,1.36,8.17,0.56,111.58,29.09,6.62
34.88,12.7,101.94,10.91,19.35,20.55,1.34,9.05,0.57,104.74,28.89,7.18
1.99,15.56,101.82,1.71,22.05,22.22,2.68,1.34,0.93,110.61,55.15,1.04
4.11,16.36,102.12,3.52,22.8,22.64,2.76,2.48,1.01,108.58,56.8,1.86
0.86,15.2,102.22,5.99,22.15,22.48,2.63,4.88,1,111.2,54.31,3.95
0.71,13.98,102.16,6.05,21.44,21.88,3.34,5.06,1.18,110.75,67.12,4.11
0.31,13.31,102.09,3.22,21.56,22.11,5.1,2.76,1.52,104.97,97.22,2.28
0.05,13.43,102.11,2.61,22.06,22.37,5.82,2.2,1.62,109.63,108.88,1.77
1.9,15.32,101.73,5.12,22.51,22.4,3.52,3.95,1.33,109.55,70.29,3.14
19.06,17.21,100.69,7.15,23.61,23.15,2.33,5.2,1,102.15,48.04,4.05
0.71,14.65,101.13,4.84,22.12,22.45,4.62,3.81,1.4,99.5,87.61,3.04
0.74,11.35,102.08,5.05,19.6,21.24,3.92,4.21,1.16,98.73,75.16,3.52
0.3,12.76,101.96,7.41,21.12,21.69,2.82,6.05,0.95,99.27,55.88,4.83
0.06,11.29,101.77,7.46,20.9,21.4,4.27,6.01,1.28,104.41,81.89,4.84
8.78,10.8,102.22,3.17,18.36,19.93,1.21,2.7,0.48,98.28,25.65,2.26
0.13,9.95,102.85,9.65,18.01,19.64,3.19,8.07,1.03,96.35,61.87,6.47
40.89,14.22,102.35,10.08,20.86,20.78,2.16,7.87,0.77,94.48,44.81,6.17
4.66,16.11,101.38,7.9,22.83,22.3,3.53,5.58,1.01,95.91,69.16,4.28
9.57,10.74,101.72,6.96,19.04,20.23,4.32,5.72,1.2,96.73,82.21,4.68
21.41,11.47,101.5,5.84,18.32,19.41,1.71,4.91,0.61,94.86,34.99,3.99
0.07,10.44,102.05,3.89,18.9,19.65,5.06,3.09,1.16,94.25,93.02,2.49
0.05,9.16,102.48,4.12,17.87,19.23,4.99,3.37,1.13,94.39,92.83,2.75
0.78,12.88,102.34,6.34,20.51,20.42,3.28,4.84,0.9,87.68,62.89,3.82
7.73,14.16,101.87,7.59,21.43,21.15,3.66,5.73,0.95,87.95,69.65,4.5
2.88,12.82,101.54,5.01,20.98,20.97,4.55,3.95,1.02,88.82,83.74,3.1
0.73,13.73,101.4,5,21.01,20.92,3.66,3.91,0.88,86.27,69.66,3.1
0.08,10.25,101.82,6.2,18.15,19.69,3.57,5.3,1.01,90.76,69.26,4.34
0.25,11.35,102.09,5.01,18.86,19.94,1.89,4.2,0.65,84.95,38.27,3.43
0.12,14.83,102.08,5.15,22.17,21.76,2.24,3.73,0.7,82.17,44.92,2.85
2.72,12.94,102.67,6.52,19.65,20.41,0.91,5.43,0.34,82.52,18.77,4.37
0.66,14.65,102.43,5.74,21.31,21.18,2.37,4.26,0.7,84.94,47.04,3.3
0.33,15.14,101.68,5.93,21.75,21.51,2.98,4.23,0.83,85.5,58.09,3.23
18.57,16.11,100.47,7.83,22.08,21.47,1.53,5.49,0.51,80.52,31.73,4.22
29.81,8.85,100.19,10.39,16,18.27,4.25,8.52,1.05,85.23,77.95,6.73
2.48,6.71,101.17,6.05,12.43,16.3,2.38,5.08,0.62,80.14,45.25,4.18
0,6.59,102.17,4.23,13.3,16.15,2.49,3.52,0.62,81.39,47.27,2.89
5.29,11.66,101.52,9.43,18.19,18.24,1.05,7.37,0.32,73.27,21.58,5.78
1.06,6.16,101.77,8.05,12.35,15.7,3.63,6.56,0.9,83.36,66.12,5.35
0.01,6.41,101.44,9.97,13.29,15.65,4.17,7.97,0.82,77.44,74.22,6.39
0.01,4.7,102.5,8.76,9.14,13.83,4.45,7.12,0.73,80.71,78.55,5.8
0,6.16,102.08,7.95,12.32,14.61,3.9,6.45,0.68,77.84,69.45,5.2
2.1,8.42,100.46,8.36,14.8,15.73,2.65,6.81,0.57,72.19,49.77,5.46
0.52,5.37,101.15,10.21,8.91,13.15,3.47,8.47,0.5,75.56,62.51,6.81
0,5,102.19,6.48,9.24,12.65,2.75,5.29,0.51,72.06,49.7,4.3
0.09,6.84,101.54,7.02,13.44,14.09,3.45,5.56,0.56,69.72,61.71,4.42
0.07,5.74,101.68,9.76,10.17,13.05,3.24,7.91,0.5,69.05,57.52,6.38
0,5,101.87,7.2,8.38,12.12,3.96,5.84,0.54,69.34,69.02,4.79
1.68,4.88,101.83,4.86,8.12,11.84,2.12,4,0.45,70.54,39.55,3.29
56.13,7.87,100.19,11.73,11.42,12.99,1.03,9.96,0.27,68.3,20.59,7.81
0.48,6.47,100.66,6.65,10.59,12.38,2.44,5.45,0.45,67.02,45.35,4.45
2.11,7.02,100.82,9.27,11.8,12.85,2.32,7.42,0.4,66.26,42.67,5.95
0.03,5.25,101.7,7.46,9.61,11.46,3.77,6.09,0.52,66.93,66.32,4.93
0.02,7.2,101.61,6.66,12.79,12.62,3.46,5.16,0.51,63.64,62.23,4.06
0.07,9.95,101.01,7.41,15.22,14.67,3.2,5.2,0.54,60.8,58.56,3.98
9.85,11.78,100.5,11.68,17.28,15.91,0.95,8.44,0.28,59.44,18.98,6.45
22.35,8.06,100.99,11.58,13.73,13.91,2.91,9.05,0.55,62.05,52.92,7.09
0,5,103.08,4.77,9.51,11.86,3.67,3.88,0.52,64.66,64.31,3.16
18.84,7.63,102.36,9.67,12.09,12.73,0.54,7.91,0.12,56.45,10.54,6.27
10.42,9.58,101.12,6.34,13.82,13.73,0.55,4.55,0.12,58.94,10.98,3.5
0.02,7.45,101.49,8.46,13.18,13.02,3.38,6.47,0.49,62.54,60.75,5.09
0,5.37,102.25,5.59,9.98,11.63,3.09,4.48,0.52,62.18,54.95,3.63
35.4,6.47,101.92,7.77,10.18,11.44,1.16,6.29,0.27,55.16,22.1,5.05
0.56,4.7,101.48,11.09,6.69,10.13,2.96,9.2,0.52,60.02,52.06,7.36
0,3.78,102.63,6.23,5.3,8.82,3.36,5.16,0.45,58.15,57.9,4.25
2.65,4.33,102.73,2.99,7.71,9.22,2.52,2.54,0.43,55.89,45.27,2.11
40.64,6.9,101.43,7.98,9.84,10.65,0.93,6.34,0.22,56.34,18.38,5.04
0,3.48,102.82,9.51,3.79,8.34,2.91,7.84,0.41,58.04,50.84,6.39
48.06,4.09,102.64,10.12,3.26,7.8,0.47,8.64,0.1,52.53,9.11,6.96
7.67,5.19,100.43,11.42,6,8.62,2.34,9.5,0.41,52.02,42.01,7.53
0.06,4.58,102.07,8.05,5.97,8.23,2.24,6.49,0.33,54.54,40.15,5.24
0.01,4.21,102.54,3.59,5.87,7.98,1.46,2.96,0.23,51.36,27.01,2.39
0.07,6.04,101.71,3.32,8.43,8.92,2.01,2.72,0.27,46.3,36.07,2.16
0.98,5.68,101.17,5.61,7.31,8.45,1.22,4.57,0.18,42.16,21.88,3.68
0.03,3.85,101.78,9.84,4.34,7.36,1.99,8,0.24,49.74,35.28,6.42
0,2.32,102.97,10.04,-2.39,5.08,3.06,8.64,0.31,52.2,51.42,7.06
0,2.38,103.26,5.07,-1.49,5.15,3.02,4.27,0.3,52.3,51.09,3.58
67.41,5.62,101.53,8.44,7.17,7.64,1.33,6.49,0.21,48.68,24.45,5.08
17.05,6.23,100.72,7.77,8.48,8.83,2.33,6.29,0.29,48.64,42,4.88
38.88,7.02,100.36,8.07,9.81,9.29,0.77,6.33,0.13,45.44,14.97,4.92
0.15,4.7,99.62,11.57,5.52,7.88,1.73,9.64,0.24,45.91,31.07,7.69
0.18,4.09,99.98,12.48,3.94,6.96,1.68,10.27,0.23,45.76,29.7,8.16
0.01,4.27,101.16,9.86,5.06,7.19,2.29,7.93,0.23,48.38,40.44,6.34
1.22,3.85,101.67,2.65,4.56,7,0.8,2.23,0.13,46.23,15.09,1.82
3.46,4.58,102.02,4.99,5.33,7.12,2.24,4.08,0.29,47.07,39.72,3.31
23.01,8.12,100.6,8.51,11.26,10.26,1,5.85,0.19,45.3,19.55,4.39
0.35,6.47,100.35,8.58,9.69,9.06,2.22,6.06,0.27,45.91,39.52,4.62
0.01,3.66,101.33,8.3,3.45,6.23,2.52,6.73,0.26,46.15,43.45,5.48
0.58,3.17,101.73,5.46,1.66,5.2,1.5,4.62,0.19,46.08,26.94,3.81
0.03,3.54,102.07,8.12,2.95,5.72,2.04,6.6,0.21,45.93,35.57,5.37
0,3.3,102.6,8.42,2.24,5.31,2.63,6.8,0.23,45.38,44.38,5.53
0,2.75,103.12,5.91,0.44,4.65,2.43,4.85,0.21,45.07,40.94,4.02
0.31,2.75,102.75,3.36,1.19,4.66,1.34,2.74,0.18,45.09,24.43,2.27
0.82,3.23,101.91,6.81,1.85,4.63,2.6,5.63,0.25,45.04,44.1,4.61
0.14,3.36,101.73,4.32,1.86,4.35,2.12,3.57,0.22,39.33,35.8,2.89
0.02,3.42,101.91,6.02,2.76,4.83,1.85,4.95,0.19,41.7,31.47,4.05
1.45,4.39,102.78,6.4,4.87,5.31,0.81,5.09,0.11,39.77,14.62,3.99
1.66,5.8,102.78,6.02,7.03,6.07,1.21,4.17,0.16,41.72,22.56,3.02
2.45,6.1,101.96,5.89,7.74,6.97,0.5,4.54,0.09,43.48,9.7,3.48
39.8,5.19,101.14,12.86,5.62,6.82,0.34,10.8,0.05,41.01,6.58,8.56
1.78,4.46,100.66,9.99,4.73,6.17,1.63,8.17,0.18,42.41,28.96,6.54
0.01,3.05,101.62,10.84,0.9,4.32,2.6,8.82,0.22,44.23,44.04,7.09
0,3.23,101.99,5.38,1.77,4.33,2.31,4.38,0.21,44.29,39.77,3.57
5.22,5.25,101.59,5.53,6.23,5.83,1.09,4.01,0.14,43.37,19.89,3.08
56.03,8.18,99.58,12.17,11.32,9.34,0.42,8.56,0.06,41.07,8.32,6.44
0.27,5.13,100.08,11.37,6.5,6.67,1.66,8.89,0.18,40.8,29.66,6.98
0.09,3.48,101.87,4.44,3.92,5.05,2.47,3.63,0.23,42.95,42.45,2.98
0.9,4.09,101.72,5.64,4.48,5.23,1.03,4.56,0.12,40.38,18.31,3.7
0,3.48,102.42,7.24,2.62,4.58,2.29,5.81,0.21,44.32,39.58,4.74
0.04,3.54,103.02,6.19,2.76,4.28,2.14,4.94,0.2,43.88,37.48,4
0.11,3.85,103.35,5.98,3.4,4.48,2.35,4.81,0.23,43.37,40.81,3.88
80.19,6.77,101.7,10.82,9.01,7.64,0.44,7.54,0.08,42.21,8.55,5.73
0.11,5.37,101.58,8.77,7.24,6.6,2.36,6.1,0.27,43.73,41.09,4.67
0.58,3.36,102.25,2.65,3,4.62,1.05,2.18,0.16,43.04,18.95,1.8
24.66,4.82,102.22,6.55,5.93,5.57,0.92,5.18,0.12,41.21,17.16,4.09
1.02,6.1,101.05,12.39,8.79,7.33,1.6,8.87,0.24,45.37,29.12,6.82
0.04,3.23,102.35,5.34,2.63,4.44,2.01,4.28,0.29,46.62,35.99,3.49
0.68,4.39,101.37,6.52,4.76,5.11,1.63,5.2,0.23,44.05,29.37,4.14
0.71,4.46,101.33,6.69,4.37,4.8,1.82,5.18,0.23,46.35,32.95,4.08
24.98,5.55,99.95,8.8,6.15,5.97,0.45,7,0.08,42.23,8.75,5.52
0.16,4.15,101.42,9.95,4.15,4.9,1.58,7.88,0.21,45.52,27.93,6.26
0,2.5,102.87,6.4,-0.77,3.44,2.44,5.38,0.3,47.75,42.48,4.48
3.44,5.25,101.25,5.39,5.62,5.46,0.95,3.88,0.23,44.82,18.02,3.01
4.98,4.27,100.09,12.65,4.58,5.33,2.36,10.2,0.35,47.84,41.32,8.05
0.29,2.99,100.75,13.3,0.4,3.68,1.61,11.02,0.21,46.3,29.02,8.78
0,2.38,102.32,10.26,-2.28,2.58,2.83,8.74,0.24,48.23,47.76,7.12
0.03,2.14,103.21,3.56,-1.84,2.48,2.39,3.01,0.25,49.08,41.62,2.52
0.22,2.62,102.76,7.2,-0.99,2.63,1.85,6.21,0.22,49.16,33.62,5.13
0.05,2.69,102.18,7.51,-1.42,2.26,2.09,6.49,0.22,50.09,36,5.34
0,2.62,101.97,4.47,-0.45,2.2,2.78,3.75,0.27,49.48,47.1,3.09
0.05,3.3,101.82,7.74,1.33,2.9,1.21,6.23,0.15,46.47,21.33,5.03
0.15,2.32,102.6,4.98,-0.88,2.37,2.53,4.15,0.26,50.53,43.49,3.45
2.36,3.85,101.84,3.72,2.24,3.44,1.45,2.98,0.22,50.04,26.3,2.41
9.45,3.54,101.95,6.35,2.19,3.44,1.35,5.2,0.21,48.37,24.21,4.23
71.13,4.46,99.77,14.08,1.79,3.3,0.74,10.99,0.14,50.46,14.54,8.59
0.4,1.53,101.88,15.14,-10.2,-1.4,2.21,12.92,0.26,52.17,37.68,10.33
0,1.89,103.47,6.76,-4.33,0.44,3.17,5.73,0.31,55.16,53.49,4.73
0.25,3.97,102.33,9.8,3.08,3.13,1.34,7.29,0.23,53.81,24.98,5.76
47.58,6.1,100.15,15.42,7.35,5.41,0.49,11.52,0.12,54.71,9.45,8.87
0,2.93,101.51,9.08,0.89,2.58,2.87,7.34,0.34,54.75,49.24,5.95
0.01,2.2,102.35,4.1,-0.8,2.28,2.99,3.42,0.3,52.33,50.05,2.87
0.02,4.03,101.64,8.38,3.51,3.09,2.64,6.33,0.29,55.28,46.17,4.91
0,2.56,101.69,6.23,-0.92,2.01,2.24,5.35,0.27,59.09,39.71,4.45
8.42,3.78,101.16,7.34,2.25,2.55,0.79,5.62,0.15,55.32,15.23,4.45
0.75,2.14,101.42,11.6,-4.22,0.63,3.29,9.95,0.34,58,55.25,8.03
0,1.46,102.77,8.87,-9.81,-1.99,3.39,7.59,0.34,59.13,55.82,6.33
0.7,1.59,102.88,5.35,-7.49,-1.75,2.25,4.45,0.23,57.35,39.74,3.73
0,2.32,102.36,6.96,-3.3,-0.08,3,5.88,0.3,60.16,52.32,4.8
0.01,3.85,101.96,4.7,1.72,2.22,3.09,3.38,0.34,57.9,53.85,2.57
0.06,4.58,101.69,3.85,3.58,3.41,3.25,2.77,0.42,58.02,56.71,1.96
0.1,5.43,101.42,5.84,6.4,4.59,3.14,3.77,0.54,62.52,57.04,2.48
10.48,4.27,101.99,6.52,3.8,3.74,2.79,4.93,0.6,64.79,50.88,3.88
6.39,5,101.63,5.18,4.43,4.29,1.46,3.93,0.38,61.87,28.37,3.05
8.49,4.58,101.5,10.2,4.78,4.18,1.36,7.49,0.36,61.93,25.76,5.81
0,2.32,103.42,10.93,-1.31,1.76,4.02,9.07,0.69,69.85,68.78,7.33
0.17,2.38,103.44,4.64,-0.88,2.04,3.44,3.91,0.55,66.89,59.87,3.29
1.37,2.99,102.54,4.01,1.08,2.6,1.81,3.34,0.44,65.23,34.39,2.77
29.01,3.85,101.95,10.17,1.62,2.45,0.79,8.35,0.22,68.78,15.8,6.63
5.88,3.85,100.54,10.77,2.57,2.89,3,8.51,0.57,69.75,52.87,6.74
0.01,3.48,101.57,8.03,2.31,2.69,3.8,6.14,0.47,70.41,66.49,4.83
0.2,5.68,100.69,10.8,6.76,5.07,1.7,7.27,0.27,66.37,31.8,5.49
0,3.42,101.09,7.93,2.57,3.3,4.12,6.27,0.53,72.42,71.18,5.06
3.82,2.81,101.73,4.39,-0.2,2.47,3.3,3.68,0.46,75.3,58.38,3.08
4.83,3.78,101.36,8.03,1.9,2.85,1.65,6.52,0.34,69.2,30.55,5.23
0,2.38,103.28,6.98,-1.18,1.77,4.41,5.87,0.68,78.27,75.9,4.87
21.8,2.93,103.03,5.22,-0.35,1.98,0.9,4.52,0.23,78.47,18.13,3.79
3.87,4.46,101.42,7.83,3.85,3.13,3.97,5.34,0.72,73.04,70.02,4.05
0,3.66,102.67,6.06,3.19,2.86,2.68,4.51,0.67,76.94,49.39,3.5
2.14,3.6,102.79,4.62,2.24,2.81,2.64,3.7,0.67,78.87,48.92,2.99
25.22,5.31,100.25,11.1,5.48,4.46,1.06,8.2,0.33,77.88,21.25,6.38
0.03,2.87,101.07,16.52,1.51,2.58,4.4,13.25,0.84,82.31,76.38,10.38
0.01,2.38,102.69,10.09,-1.09,1.83,4.61,8.48,0.72,82.72,80.82,6.9
0.29,2.26,102.53,4.66,-2.27,1.44,2.74,4.14,0.55,76.71,49.63,3.52
0.67,2.87,101.99,5.91,0.09,2.2,4.27,5.03,0.69,82.98,74.01,4.14
4.61,3.3,102.39,5.78,0.83,2.53,1.85,4.96,0.48,77.98,35.43,4.12
25.24,3.85,101.61,7.4,1.62,2.52,2.29,6.14,0.52,83.85,43.68,4.95
17.77,3.6,101.65,4.98,1.87,2.65,3.12,4.05,0.51,77.48,56.17,3.3
13.16,3.48,100.82,9.43,1.01,1.94,3.44,7.76,0.72,87.23,62.03,6.23
0.01,2.2,101.63,6.88,-2.96,0.05,4.94,5.73,0.74,87.48,84.22,4.69
0.09,1.89,102.02,9.75,-4.7,-0.65,3.74,8.11,0.53,90.68,64.2,6.59
0.14,2.08,102.56,7.23,-3.58,-0.57,3.86,6.04,0.49,86.88,66.15,4.95
0.12,2.5,102.67,3.25,-0.35,0.74,4.06,2.71,0.56,91.35,71.89,2.21
0.01,3.42,102.47,3.74,2.19,2.27,5.08,2.95,0.67,90,87.8,2.31
29.26,4.94,101.65,8.07,4.43,3.48,1.03,5.86,0.24,92.34,21.05,4.44
0,4.39,101.66,8.88,5.05,4.17,5.14,6.04,0.94,94.19,90.66,4.59
0.02,3.23,102.23,8.52,2.19,2.79,4.88,6.82,0.83,95.66,84.98,5.45
0.02,3.3,102.61,4.3,2.62,3.29,4.75,3.33,0.77,95.2,82.93,2.66
0.01,5,102.04,7.38,5.58,4.66,4.57,4.95,0.84,93.01,83.9,3.66
12.05,7.14,100.82,12.07,9.32,7.16,3.41,8.38,0.88,94.24,66.27,6.31
0.01,4.27,101.45,10.22,5.62,4.92,5.25,7.52,1.11,103.6,92.98,5.86
0,3.05,102.15,6.73,2.33,3.56,5.67,5.37,1.05,102.98,98.6,4.36
0.01,2.87,102.48,2.86,3.04,3.89,5.42,2.36,0.84,100.29,94.55,1.95
0.01,3.42,102.88,4.03,3.87,4.15,5.65,3.27,0.5,102.68,98.55,2.61
0,4.21,102.69,5.34,4.52,4.6,5.68,3.98,0.79,102.38,99.56,3.09
20.83,5.31,101.32,10.48,6.16,5.3,1.27,7.77,0.3,102.27,26.36,6.01
5.77,4.94,99.42,11.6,5.75,5.26,3.05,9.16,0.64,106.88,58.22,7.11
0.26,3.48,101.11,12.97,3.31,4.01,5.06,10.42,0.76,108.41,90.62,8.19
0,4.27,101.94,8.34,5.8,5.38,5.14,5.91,0.86,105.02,89.8,4.57
0.79,5,101.69,5.03,6.7,5.98,2.22,3.3,0.62,101.7,43.85,2.3
0,2.99,102.32,8.93,3.19,4.18,6.46,7.16,1.36,114.09,111.61,5.73
0,2.93,103.17,5.31,2.43,4.06,6.22,4.45,1.12,113.74,108.78,3.63
0,4.27,102.73,6.19,4.88,5.05,5.98,4.8,1.07,108.75,104.36,3.77
0.1,6.23,101.88,7.62,8.19,7.07,1.94,5.01,0.5,100.93,39.2,3.73
0.39,6.29,101.5,9.03,8.76,7.6,5.16,6.46,1.23,109.88,95.65,4.84
8.86,5.86,100.71,10.77,8.01,6.86,1.74,7.84,0.47,107.95,35.32,6.03
0,3.05,102.22,8.42,3.23,4.38,6.83,7.02,1.2,119.59,118.73,5.64
1.58,4.09,102.5,7.07,5.12,5.31,5.15,5.88,1.01,117.34,92.64,4.68
0.19,5.07,101.59,10.96,8.05,7.1,6.63,7.87,1.21,117.41,117.15,6.05
0,4.46,102.78,6.24,7.09,6.59,6.26,4.3,1.12,112.24,110.28,3.14
11.01,4.03,102.87,6.68,4.44,5.32,2.15,5.58,0.55,111.21,42.93,4.57
0.52,6.1,102.12,3.82,9.27,8.52,5.77,2.75,1.21,117.14,105.7,2.02
0.16,6.29,102.2,5.46,9.31,8.54,5.71,3.7,1.27,116.04,104.55,2.62
4.68,8.3,100.88,7.92,12.5,10.33,4.79,5.21,1.19,113.85,90.46,3.62
1.55,6.29,100.42,5.42,7.78,8.08,2.51,4.48,0.73,114.09,50.26,3.59
